X,Y
39,-14
40,-14
41,-13
42,-13
43,-13
44,-13
45,-13
46,-13
47,-12
48,-12
49,-12
50,-12
51,-12
52,-12
53,-12
54,-12
55,-12
56,-12
57,-12
58,-13
59,-13
60,-13
61,-13
62,-13
63,-13
64,-13
65,-13
66,-14
67,-14
68,-14
69,-14
70,-14
71,-15
72,-15
73,-15
74,-15
75,-15
76,-16
77,-16
78,-16
79,-16
80,-16
81,-16
82,-16
83,-16
84,-16
85,-16
86,-16
87,-16
88,-16
89,-16
90,-16
91,-16
92,-16
93,-16
94,-16
95,-16
96,-16
97,-15
98,-15
99,-15
100,-15
101,-15
102,-15
103,-14
104,-14
105,-14
106,-14
107,-14
108,-14
109,-13
110,-13
111,-13
112,-13
113,-13
114,-13
115,-13
116,-13
117,-12
118,-12
119,-12
120,-12
121,-12
122,-12
123,-12
124,-12
125,-12
126,-12
127,-12
128,-13
129,-13
130,-13
131,-13
132,-13
133,-13
134,-14
135,-14
136,-14
137,-14
138,-14
0,-13
1,-13
2,-13
3,-13
4,-13
5,-13
6,-13
7,-13
8,-13
9,-13
10,-13
11,-13
12,-13
13,-13
14,-13
15,-13
16,-13
17,-13
18,-13
19,-13
20,-13
21,-13
22,-13
23,-13
24,-13
25,-13
26,-13
27,-13
28,-13
29,-13
30,-13
31,-13
32,-13
33,-13
34,-13
35,-13
36,-13
37,-13
38,-13
39,-13
40,-13
41,-13
42,-13
43,-13
44,-13
45,-13
46,-13
47,-13
48,-13
49,-13
50,-13
51,-13
52,-13
53,-13
54,-13
55,-13
56,-13
57,-13
58,-13
59,-13
60,-13
61,-13
62,-13
63,-13
64,-13
65,-13
66,-13
67,-13
68,-13
69,-13
70,-13
71,-13
72,-13
73,-13
74,-13
75,-13
76,-13
77,-13
78,-13
79,-13
80,-13
81,-13
82,-13
83,-13
84,-13
85,-13
86,-13
87,-13
88,-13
89,-13
90,-13
91,-13
92,-13
93,-13
94,-13
95,-13
96,-13
97,-13
98,-13
99,-13
100,-13
101,-13
102,-13
103,-13
104,-13
105,-13
106,-13
107,-13
108,-13
109,-13
110,-13
111,-13
112,-13
113,-13
114,-13
115,-13
116,-13
117,-13
118,-13
119,-13
120,-13
121,-13
122,-13
123,-13
124,-13
125,-13
126,-13
127,-13
128,-13
129,-13
130,-13
131,-13
132,-13
133,-13
134,-13
135,-13
136,-13
137,-13
138,-13
0,28
1,28
2,28
3,28
4,28
5,28
6,28
7,28
8,28
9,28
10,28
11,28
12,28
13,28
14,28
15,28
16,28
17,28
18,28
19,28
20,28
21,28
22,28
23,28
24,28
25,28
26,28
27,28
28,28
29,28
30,28
31,28
32,28
33,28
34,28
35,28
36,28
37,28
38,28
39,28
40,28
41,28
42,28
43,28
44,28
45,28
46,28
47,28
48,28
49,28
50,28
51,28
52,28
53,28
54,28
55,28
56,28
57,28
58,28
59,28
60,28
61,28
62,28
63,28
64,28
65,28
66,28
67,28
68,28
69,28
70,28
71,28
72,28
73,28
74,28
75,28
76,28
77,28
78,28
79,28
80,28
81,28
82,28
83,28
84,28
85,28
86,28
87,28
88,28
89,28
90,28
91,28
92,28
93,28
94,28
95,28
96,28
97,28
98,28
99,28
100,28
101,28
102,28
103,28
104,28
105,28
106,28
107,28
108,28
109,28
110,28
111,28
112,28
113,28
114,28
115,28
116,28
117,28
118,28
119,28
120,28
121,28
122,28
123,28
124,28
125,28
126,28
127,28
128,28
129,28
130,28
131,28
132,28
133,28
134,28
135,28
136,28
137,28
138,28
0,-28
1,-28
2,-28
3,-28
4,-28
5,-28
6,-28
7,-28
8,-28
9,-28
10,-28
11,-28
12,-28
13,-28
14,-28
15,-28
16,-28
17,-28
18,-28
19,-28
20,-28
21,-28
22,-28
23,-28
24,-28
25,-28
26,-28
27,-28
28,-28
29,-28
30,-28
31,-28
32,-28
33,-28
34,-28
35,-28
36,-28
37,-28
38,-28
39,-28
40,-28
41,-28
42,-28
43,-28
44,-28
45,-28
46,-28
47,-28
48,-28
49,-28
50,-28
51,-28
52,-28
53,-28
54,-28
55,-28
56,-28
57,-28
58,-28
59,-28
60,-28
61,-28
62,-28
63,-28
64,-28
65,-28
66,-28
67,-28
68,-28
69,-28
70,-28
71,-28
72,-28
73,-28
74,-28
75,-28
76,-28
77,-28
78,-28
79,-28
80,-28
81,-28
82,-28
83,-28
84,-28
85,-28
86,-28
87,-28
88,-28
89,-28
90,-28
91,-28
92,-28
93,-28
94,-28
95,-28
96,-28
97,-28
98,-28
99,-28
100,-28
101,-28
102,-28
103,-28
104,-28
105,-28
106,-28
107,-28
108,-28
109,-28
110,-28
111,-28
112,-28
113,-28
114,-28
115,-28
116,-28
117,-28
118,-28
119,-28
120,-28
121,-28
122,-28
123,-28
124,-28
125,-28
126,-28
127,-28
128,-28
129,-28
130,-28
131,-28
132,-28
133,-28
134,-28
135,-28
136,-28
137,-28
138,-28
