X,Y
219,12
220,12
221,12
222,12
223,12
224,12
225,12
226,12
227,12
228,12
229,12
230,12
231,12
232,12
233,12
234,12
235,12
236,12
237,11
238,11
239,11
240,11
241,11
242,11
243,11
244,11
245,11
246,11
247,11
248,11
249,11
250,11
251,11
252,11
253,11
254,11
255,11
256,11
257,11
258,11
259,11
260,11
261,11
262,11
263,11
264,11
265,11
266,11
267,11
268,11
269,11
270,11
271,11
272,10
273,10
274,10
275,10
276,10
277,10
278,10
279,10
280,10
281,10
282,10
283,10
284,10
285,10
286,10
287,10
288,10
289,10
290,10
291,10
292,10
293,10
294,10
295,10
296,10
297,10
298,10
299,10
300,10
301,10
302,10
303,10
304,10
305,10
306,10
307,10
308,10
309,10
310,10
311,10
312,10
313,10
314,10
315,10
316,10
317,10
318,10
319,10
320,10
321,10
322,10
323,10
324,10
325,10
326,10
327,10
328,10
329,10
330,10
331,10
332,10
333,10
334,10
335,10
336,10
337,10
338,10
339,10
340,10
341,10
342,10
343,10
344,10
345,10
346,10
347,10
348,10
349,10
350,10
351,10
352,10
353,10
354,10
355,10
356,10
357,10
358,11
359,11
360,11
361,11
362,11
363,11
364,11
365,11
366,11
367,11
368,11
369,11
370,11
371,11
372,11
373,11
374,11
375,11
376,11
377,11
378,11
379,11
380,11
381,11
382,11
383,11
384,11
385,11
386,11
387,11
388,11
389,11
390,11
391,11
392,12
393,12
394,12
395,12
396,12
397,12
398,12
399,12
400,12
401,12
402,12
403,12
404,12
405,12
406,12
407,12
408,12
409,12
410,12
411,12
412,12
413,12
414,12
415,12
416,12
417,12
418,12
418,11
418,10
418,9
418,8
418,7
0,-12
0,-11
0,-10
0,-9
0,-8
0,-7
0,-6
0,-5
0,-4
0,-3
1,-13
2,-13
3,-13
4,-13
5,-13
6,-13
7,-13
8,-13
9,-13
10,-13
11,-13
12,-13
13,-13
14,-13
15,-13
16,-13
17,-13
18,-13
19,-13
20,-13
21,-13
22,-13
23,-13
24,-13
25,-13
26,-13
27,-13
28,-14
29,-14
30,-14
31,-14
32,-14
33,-14
34,-14
35,-14
36,-14
37,-14
38,-14
39,-14
40,-14
41,-14
42,-14
43,-14
44,-14
45,-14
46,-14
47,-14
48,-14
49,-14
50,-14
51,-14
52,-14
53,-14
54,-14
55,-14
56,-14
57,-14
58,-14
59,-14
60,-14
61,-14
62,-15
63,-15
64,-15
65,-15
66,-15
67,-15
68,-15
69,-15
70,-15
71,-15
72,-15
73,-15
74,-15
75,-15
76,-15
77,-15
78,-15
79,-15
80,-15
81,-15
82,-15
83,-15
84,-15
85,-15
86,-15
87,-15
88,-15
89,-15
90,-15
91,-15
92,-15
93,-15
94,-15
95,-15
96,-15
97,-15
98,-15
99,-15
100,-15
101,-15
102,-15
103,-15
104,-15
105,-15
106,-15
107,-15
108,-15
109,-15
110,-15
111,-15
112,-15
113,-15
114,-15
115,-15
116,-15
117,-15
118,-15
119,-15
120,-15
121,-15
122,-15
123,-15
124,-15
125,-15
126,-15
127,-15
128,-15
129,-15
130,-15
131,-15
132,-15
133,-15
134,-15
135,-15
136,-15
137,-15
138,-15
139,-15
140,-15
141,-15
142,-15
143,-15
144,-15
145,-15
146,-15
147,-15
148,-14
149,-14
150,-14
151,-14
152,-14
153,-14
154,-14
155,-14
156,-14
157,-14
158,-14
159,-14
160,-14
161,-14
162,-14
163,-14
164,-14
165,-14
166,-14
167,-14
168,-14
169,-14
170,-14
171,-14
172,-14
173,-14
174,-14
175,-14
176,-14
177,-14
178,-14
179,-14
180,-14
181,-14
182,-14
183,-13
184,-13
185,-13
186,-13
187,-13
188,-13
189,-13
190,-13
191,-13
192,-13
193,-13
194,-13
195,-13
196,-13
197,-13
198,-13
199,-13
200,-13
201,-13
202,-13
203,-13
204,-13
205,-13
206,-13
207,-13
208,-13
209,-13
210,-12
211,-12
212,-12
213,-12
214,-12
215,-12
216,-12
217,-12
218,-12
219,-12
220,-12
221,-12
222,-12
223,-12
224,-12
225,-12
226,-12
227,-12
228,-12
229,-12
230,-12
231,-12
232,-12
233,-12
234,-12
235,-12
236,-12
237,-11
238,-11
239,-11
240,-11
241,-11
242,-11
243,-11
244,-11
245,-11
246,-11
247,-11
248,-11
249,-11
250,-11
251,-11
252,-11
253,-11
254,-11
255,-11
256,-11
257,-11
258,-11
259,-11
260,-11
261,-11
262,-11
263,-11
264,-11
265,-11
266,-11
267,-11
268,-11
269,-11
270,-11
271,-11
272,-10
273,-10
274,-10
275,-10
276,-10
277,-10
278,-10
279,-10
280,-10
281,-10
282,-10
283,-10
284,-10
285,-10
286,-10
287,-10
288,-10
289,-10
290,-10
291,-10
292,-10
293,-10
294,-10
295,-10
296,-10
297,-10
298,-10
299,-10
300,-10
301,-10
302,-10
303,-10
304,-10
305,-10
306,-10
307,-10
308,-10
309,-10
310,-10
311,-10
312,-10
313,-10
314,-10
315,-10
316,-10
317,-10
318,-10
319,-10
320,-10
321,-10
322,-10
323,-10
324,-10
325,-10
326,-10
327,-10
328,-10
329,-10
330,-10
331,-10
332,-10
333,-10
334,-10
335,-10
336,-10
337,-10
338,-10
339,-10
340,-10
341,-10
342,-10
343,-10
344,-10
345,-10
346,-10
347,-10
348,-10
349,-10
350,-10
351,-10
352,-10
353,-10
354,-10
355,-10
356,-10
357,-10
358,-11
359,-11
360,-11
361,-11
362,-11
363,-11
364,-11
365,-11
366,-11
367,-11
368,-11
369,-11
370,-11
371,-11
372,-11
373,-11
374,-11
375,-11
376,-11
377,-11
378,-11
379,-11
380,-11
381,-11
382,-11
383,-11
384,-11
385,-11
386,-11
387,-11
388,-11
389,-11
390,-11
391,-11
392,-12
393,-12
394,-12
395,-12
396,-12
397,-12
398,-12
399,-12
400,-12
401,-12
402,-12
403,-12
404,-12
405,-12
406,-12
407,-12
408,-12
409,-12
410,-12
411,-12
412,-12
413,-12
414,-12
415,-12
416,-12
417,-12
418,-12
418,-11
418,-10
418,-9
418,-8
418,-7
0,25
1,25
2,25
3,25
4,25
5,25
6,25
7,25
8,25
9,25
10,25
11,25
12,25
13,25
14,25
15,25
16,25
17,25
18,25
19,25
20,25
21,25
22,25
23,25
24,25
25,25
26,25
27,25
28,25
29,25
30,25
31,25
32,25
33,25
34,25
35,25
36,25
37,25
38,25
39,25
40,25
41,25
42,25
43,25
44,25
45,25
46,25
47,25
48,25
49,25
50,25
51,25
52,25
53,25
54,25
55,25
56,25
57,25
58,25
59,25
60,25
61,25
62,25
63,25
64,25
65,25
66,25
67,25
68,25
69,25
70,25
71,25
72,25
73,25
74,25
75,25
76,25
77,25
78,25
79,25
80,25
81,25
82,25
83,25
84,25
85,25
86,25
87,25
88,25
89,25
90,25
91,25
92,25
93,25
94,25
95,25
96,25
97,25
98,25
99,25
100,25
101,25
102,25
103,25
104,25
105,25
106,25
107,25
108,25
109,25
110,25
111,25
112,25
113,25
114,25
115,25
116,25
117,25
118,25
119,25
120,25
121,25
122,25
123,25
124,25
125,25
126,25
127,25
128,25
129,25
130,25
131,25
132,25
133,25
134,25
135,25
136,25
137,25
138,25
139,25
140,25
141,25
142,25
143,25
144,25
145,25
146,25
147,25
148,25
149,25
150,25
151,25
152,25
153,25
154,25
155,25
156,25
157,25
158,25
159,25
160,25
161,25
162,25
163,25
164,25
165,25
166,25
167,25
168,25
169,25
170,25
171,25
172,25
173,25
174,25
175,25
176,25
177,25
178,25
179,25
180,25
181,25
182,25
183,25
184,25
185,25
186,25
187,25
188,25
189,25
190,25
191,25
192,25
193,25
194,25
195,25
196,25
197,25
198,25
199,25
200,25
201,25
202,25
203,25
204,25
205,25
206,25
207,25
208,25
209,25
210,25
211,25
212,25
213,25
214,25
215,25
216,25
217,25
218,25
219,25
220,25
221,25
222,25
223,25
224,25
225,25
226,25
227,25
228,25
229,25
230,25
231,25
232,25
233,25
234,25
235,25
236,25
237,25
238,25
239,25
240,25
241,25
242,25
243,25
244,25
245,25
246,25
247,25
248,25
249,25
250,25
251,25
252,25
253,25
254,25
255,25
256,25
257,25
258,25
259,25
260,25
261,25
262,25
263,25
264,25
265,25
266,25
267,25
268,25
269,25
270,25
271,25
272,25
273,25
274,25
275,25
276,25
277,25
278,25
279,25
280,25
281,25
282,25
283,25
284,25
285,25
286,25
287,25
288,25
289,25
290,25
291,25
292,25
293,25
294,25
295,25
296,25
297,25
298,25
299,25
300,25
301,25
302,25
303,25
304,25
305,25
306,25
307,25
308,25
309,25
310,25
311,25
312,25
313,25
314,25
315,25
316,25
317,25
318,25
319,25
320,25
321,25
322,25
323,25
324,25
325,25
326,25
327,25
328,25
329,25
330,25
331,25
332,25
333,25
334,25
335,25
336,25
337,25
338,25
339,25
340,25
341,25
342,25
343,25
344,25
345,25
346,25
347,25
348,25
349,25
350,25
351,25
352,25
353,25
354,25
355,25
356,25
357,25
358,25
359,25
360,25
361,25
362,25
363,25
364,25
365,25
366,25
367,25
368,25
369,25
370,25
371,25
372,25
373,25
374,25
375,25
376,25
377,25
378,25
379,25
380,25
381,25
382,25
383,25
384,25
385,25
386,25
387,25
388,25
389,25
390,25
391,25
392,25
393,25
394,25
395,25
396,25
397,25
398,25
399,25
400,25
401,25
402,25
403,25
404,25
405,25
406,25
407,25
408,25
409,25
410,25
411,25
412,25
413,25
414,25
415,25
416,25
417,25
418,25
0,25
1,25
2,25
3,25
4,25
5,25
6,25
7,25
8,25
9,25
10,25
11,25
12,25
13,25
14,25
15,25
16,25
17,25
18,25
19,25
20,25
21,25
22,25
23,25
24,25
25,25
26,25
27,25
28,25
29,25
30,25
31,25
32,25
33,25
34,25
35,25
36,25
37,25
38,25
39,25
40,25
41,25
42,25
43,25
44,25
45,25
46,25
47,25
48,25
49,25
50,25
51,25
52,25
53,25
54,25
55,25
56,25
57,25
58,25
59,25
60,25
61,25
62,25
63,25
64,25
65,25
66,25
67,25
68,25
69,25
70,25
71,25
72,25
73,25
74,25
75,25
76,25
77,25
78,25
79,25
80,25
81,25
82,25
83,25
84,25
85,25
86,25
87,25
88,25
89,25
90,25
91,25
92,25
93,25
94,25
95,25
96,25
97,25
98,25
99,25
100,25
101,25
102,25
103,25
104,25
105,25
106,25
107,25
108,25
109,25
110,25
111,25
112,25
113,25
114,25
115,25
116,25
117,25
118,25
119,25
120,25
121,25
122,25
123,25
124,25
125,25
126,25
127,25
128,25
129,25
130,25
131,25
132,25
133,25
134,25
135,25
136,25
137,25
138,25
139,25
140,25
141,25
142,25
143,25
144,25
145,25
146,25
147,25
148,25
149,25
150,25
151,25
152,25
153,25
154,25
155,25
156,25
157,25
158,25
159,25
160,25
161,25
162,25
163,25
164,25
165,25
166,25
167,25
168,25
169,25
170,25
171,25
172,25
173,25
174,25
175,25
176,25
177,25
178,25
179,25
180,25
181,25
182,25
183,25
184,25
185,25
186,25
187,25
188,25
189,25
190,25
191,25
192,25
193,25
194,25
195,25
196,25
197,25
198,25
199,25
200,25
201,25
202,25
203,25
204,25
205,25
206,25
207,25
208,25
209,25
210,25
211,25
212,25
213,25
214,25
215,25
216,25
217,25
218,25
219,25
220,25
221,25
222,25
223,25
224,25
225,25
226,25
227,25
228,25
229,25
230,25
231,25
232,25
233,25
234,25
235,25
236,25
237,25
238,25
239,25
240,25
241,25
242,25
243,25
244,25
245,25
246,25
247,25
248,25
249,25
250,25
251,25
252,25
253,25
254,25
255,25
256,25
257,25
258,25
259,25
260,25
261,25
262,25
263,25
264,25
265,25
266,25
267,25
268,25
269,25
270,25
271,25
272,25
273,25
274,25
275,25
276,25
277,25
278,25
279,25
280,25
281,25
282,25
283,25
284,25
285,25
286,25
287,25
288,25
289,25
290,25
291,25
292,25
293,25
294,25
295,25
296,25
297,25
298,25
299,25
300,25
301,25
302,25
303,25
304,25
305,25
306,25
307,25
308,25
309,25
310,25
311,25
312,25
313,25
314,25
315,25
316,25
317,25
318,25
319,25
320,25
321,25
322,25
323,25
324,25
325,25
326,25
327,25
328,25
329,25
330,25
331,25
332,25
333,25
334,25
335,25
336,25
337,25
338,25
339,25
340,25
341,25
342,25
343,25
344,25
345,25
346,25
347,25
348,25
349,25
350,25
351,25
352,25
353,25
354,25
355,25
356,25
357,25
358,25
359,25
360,25
361,25
362,25
363,25
364,25
365,25
366,25
367,25
368,25
369,25
370,25
371,25
372,25
373,25
374,25
375,25
376,25
377,25
378,25
379,25
380,25
381,25
382,25
383,25
384,25
385,25
386,25
387,25
388,25
389,25
390,25
391,25
392,25
393,25
394,25
395,25
396,25
397,25
398,25
399,25
400,25
401,25
402,25
403,25
404,25
405,25
406,25
407,25
408,25
409,25
410,25
411,25
412,25
413,25
414,25
415,25
416,25
417,25
418,25
0,-25
1,-25
2,-25
3,-25
4,-25
5,-25
6,-25
7,-25
8,-25
9,-25
10,-25
11,-25
12,-25
13,-25
14,-25
15,-25
16,-25
17,-25
18,-25
19,-25
20,-25
21,-25
22,-25
23,-25
24,-25
25,-25
26,-25
27,-25
28,-25
29,-25
30,-25
31,-25
32,-25
33,-25
34,-25
35,-25
36,-25
37,-25
38,-25
39,-25
40,-25
41,-25
42,-25
43,-25
44,-25
45,-25
46,-25
47,-25
48,-25
49,-25
50,-25
51,-25
52,-25
53,-25
54,-25
55,-25
56,-25
57,-25
58,-25
59,-25
60,-25
61,-25
62,-25
63,-25
64,-25
65,-25
66,-25
67,-25
68,-25
69,-25
70,-25
71,-25
72,-25
73,-25
74,-25
75,-25
76,-25
77,-25
78,-25
79,-25
80,-25
81,-25
82,-25
83,-25
84,-25
85,-25
86,-25
87,-25
88,-25
89,-25
90,-25
91,-25
92,-25
93,-25
94,-25
95,-25
96,-25
97,-25
98,-25
99,-25
100,-25
101,-25
102,-25
103,-25
104,-25
105,-25
106,-25
107,-25
108,-25
109,-25
110,-25
111,-25
112,-25
113,-25
114,-25
115,-25
116,-25
117,-25
118,-25
119,-25
120,-25
121,-25
122,-25
123,-25
124,-25
125,-25
126,-25
127,-25
128,-25
129,-25
130,-25
131,-25
132,-25
133,-25
134,-25
135,-25
136,-25
137,-25
138,-25
139,-25
140,-25
141,-25
142,-25
143,-25
144,-25
145,-25
146,-25
147,-25
148,-25
149,-25
150,-25
151,-25
152,-25
153,-25
154,-25
155,-25
156,-25
157,-25
158,-25
159,-25
160,-25
161,-25
162,-25
163,-25
164,-25
165,-25
166,-25
167,-25
168,-25
169,-25
170,-25
171,-25
172,-25
173,-25
174,-25
175,-25
176,-25
177,-25
178,-25
179,-25
180,-25
181,-25
182,-25
183,-25
184,-25
185,-25
186,-25
187,-25
188,-25
189,-25
190,-25
191,-25
192,-25
193,-25
194,-25
195,-25
196,-25
197,-25
198,-25
199,-25
200,-25
201,-25
202,-25
203,-25
204,-25
205,-25
206,-25
207,-25
208,-25
209,-25
210,-25
211,-25
212,-25
213,-25
214,-25
215,-25
216,-25
217,-25
218,-25
219,-25
220,-25
221,-25
222,-25
223,-25
224,-25
225,-25
226,-25
227,-25
228,-25
229,-25
230,-25
231,-25
232,-25
233,-25
234,-25
235,-25
236,-25
237,-25
238,-25
239,-25
240,-25
241,-25
242,-25
243,-25
244,-25
245,-25
246,-25
247,-25
248,-25
249,-25
250,-25
251,-25
252,-25
253,-25
254,-25
255,-25
256,-25
257,-25
258,-25
259,-25
260,-25
261,-25
262,-25
263,-25
264,-25
265,-25
266,-25
267,-25
268,-25
269,-25
270,-25
271,-25
272,-25
273,-25
274,-25
275,-25
276,-25
277,-25
278,-25
279,-25
280,-25
281,-25
282,-25
283,-25
284,-25
285,-25
286,-25
287,-25
288,-25
289,-25
290,-25
291,-25
292,-25
293,-25
294,-25
295,-25
296,-25
297,-25
298,-25
299,-25
300,-25
301,-25
302,-25
303,-25
304,-25
305,-25
306,-25
307,-25
308,-25
309,-25
310,-25
311,-25
312,-25
313,-25
314,-25
315,-25
316,-25
317,-25
318,-25
319,-25
320,-25
321,-25
322,-25
323,-25
324,-25
325,-25
326,-25
327,-25
328,-25
329,-25
330,-25
331,-25
332,-25
333,-25
334,-25
335,-25
336,-25
337,-25
338,-25
339,-25
340,-25
341,-25
342,-25
343,-25
344,-25
345,-25
346,-25
347,-25
348,-25
349,-25
350,-25
351,-25
352,-25
353,-25
354,-25
355,-25
356,-25
357,-25
358,-25
359,-25
360,-25
361,-25
362,-25
363,-25
364,-25
365,-25
366,-25
367,-25
368,-25
369,-25
370,-25
371,-25
372,-25
373,-25
374,-25
375,-25
376,-25
377,-25
378,-25
379,-25
380,-25
381,-25
382,-25
383,-25
384,-25
385,-25
386,-25
387,-25
388,-25
389,-25
390,-25
391,-25
392,-25
393,-25
394,-25
395,-25
396,-25
397,-25
398,-25
399,-25
400,-25
401,-25
402,-25
403,-25
404,-25
405,-25
406,-25
407,-25
408,-25
409,-25
410,-25
411,-25
412,-25
413,-25
414,-25
415,-25
416,-25
417,-25
418,-25
0,-25
1,-25
2,-25
3,-25
4,-25
5,-25
6,-25
7,-25
8,-25
9,-25
10,-25
11,-25
12,-25
13,-25
14,-25
15,-25
16,-25
17,-25
18,-25
19,-25
20,-25
21,-25
22,-25
23,-25
24,-25
25,-25
26,-25
27,-25
28,-25
29,-25
30,-25
31,-25
32,-25
33,-25
34,-25
35,-25
36,-25
37,-25
38,-25
39,-25
40,-25
41,-25
42,-25
43,-25
44,-25
45,-25
46,-25
47,-25
48,-25
49,-25
50,-25
51,-25
52,-25
53,-25
54,-25
55,-25
56,-25
57,-25
58,-25
59,-25
60,-25
61,-25
62,-25
63,-25
64,-25
65,-25
66,-25
67,-25
68,-25
69,-25
70,-25
71,-25
72,-25
73,-25
74,-25
75,-25
76,-25
77,-25
78,-25
79,-25
80,-25
81,-25
82,-25
83,-25
84,-25
85,-25
86,-25
87,-25
88,-25
89,-25
90,-25
91,-25
92,-25
93,-25
94,-25
95,-25
96,-25
97,-25
98,-25
99,-25
100,-25
101,-25
102,-25
103,-25
104,-25
105,-25
106,-25
107,-25
108,-25
109,-25
110,-25
111,-25
112,-25
113,-25
114,-25
115,-25
116,-25
117,-25
118,-25
119,-25
120,-25
121,-25
122,-25
123,-25
124,-25
125,-25
126,-25
127,-25
128,-25
129,-25
130,-25
131,-25
132,-25
133,-25
134,-25
135,-25
136,-25
137,-25
138,-25
139,-25
140,-25
141,-25
142,-25
143,-25
144,-25
145,-25
146,-25
147,-25
148,-25
149,-25
150,-25
151,-25
152,-25
153,-25
154,-25
155,-25
156,-25
157,-25
158,-25
159,-25
160,-25
161,-25
162,-25
163,-25
164,-25
165,-25
166,-25
167,-25
168,-25
169,-25
170,-25
171,-25
172,-25
173,-25
174,-25
175,-25
176,-25
177,-25
178,-25
179,-25
180,-25
181,-25
182,-25
183,-25
184,-25
185,-25
186,-25
187,-25
188,-25
189,-25
190,-25
191,-25
192,-25
193,-25
194,-25
195,-25
196,-25
197,-25
198,-25
199,-25
200,-25
201,-25
202,-25
203,-25
204,-25
205,-25
206,-25
207,-25
208,-25
209,-25
210,-25
211,-25
212,-25
213,-25
214,-25
215,-25
216,-25
217,-25
218,-25
219,-25
220,-25
221,-25
222,-25
223,-25
224,-25
225,-25
226,-25
227,-25
228,-25
229,-25
230,-25
231,-25
232,-25
233,-25
234,-25
235,-25
236,-25
237,-25
238,-25
239,-25
240,-25
241,-25
242,-25
243,-25
244,-25
245,-25
246,-25
247,-25
248,-25
249,-25
250,-25
251,-25
252,-25
253,-25
254,-25
255,-25
256,-25
257,-25
258,-25
259,-25
260,-25
261,-25
262,-25
263,-25
264,-25
265,-25
266,-25
267,-25
268,-25
269,-25
270,-25
271,-25
272,-25
273,-25
274,-25
275,-25
276,-25
277,-25
278,-25
279,-25
280,-25
281,-25
282,-25
283,-25
284,-25
285,-25
286,-25
287,-25
288,-25
289,-25
290,-25
291,-25
292,-25
293,-25
294,-25
295,-25
296,-25
297,-25
298,-25
299,-25
300,-25
301,-25
302,-25
303,-25
304,-25
305,-25
306,-25
307,-25
308,-25
309,-25
310,-25
311,-25
312,-25
313,-25
314,-25
315,-25
316,-25
317,-25
318,-25
319,-25
320,-25
321,-25
322,-25
323,-25
324,-25
325,-25
326,-25
327,-25
328,-25
329,-25
330,-25
331,-25
332,-25
333,-25
334,-25
335,-25
336,-25
337,-25
338,-25
339,-25
340,-25
341,-25
342,-25
343,-25
344,-25
345,-25
346,-25
347,-25
348,-25
349,-25
350,-25
351,-25
352,-25
353,-25
354,-25
355,-25
356,-25
357,-25
358,-25
359,-25
360,-25
361,-25
362,-25
363,-25
364,-25
365,-25
366,-25
367,-25
368,-25
369,-25
370,-25
371,-25
372,-25
373,-25
374,-25
375,-25
376,-25
377,-25
378,-25
379,-25
380,-25
381,-25
382,-25
383,-25
384,-25
385,-25
386,-25
387,-25
388,-25
389,-25
390,-25
391,-25
392,-25
393,-25
394,-25
395,-25
396,-25
397,-25
398,-25
399,-25
400,-25
401,-25
402,-25
403,-25
404,-25
405,-25
406,-25
407,-25
408,-25
409,-25
410,-25
411,-25
412,-25
413,-25
414,-25
415,-25
416,-25
417,-25
418,-25
